Year,,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
Period,,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь
Астраханская область,Жилые здания многоквартирные малоэтажные блокированнные,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.3,0.1,0.4,0.0,0.3,0.1,0.3,0.0,0.1
Астраханская область,"Жилые здания многоквартирные малоэтажные, состояшие из блок-секций",,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,
Астраханская область,"Жилые здания, в сельской местности (всего)",7.5,9.5,44.4,7.6,6.3,11.8,22.1,10.0,19.2,11.9,8.2,12.9,7.5,7.8,14.4,5.6,12.6,13.1,14.7,20.8,17.6,22.7,19.8,21.8,8.7,10.8,27.7,23.6,28.5,24.1,22.5,17.4,25.0,27.9,30.9,6.3
Астраханская область,"Жилые здания, жилые помещения в нежилых зданиях и жилые дома, построенные населением",11.1,25.6,72.3,13.0,9.0,27.2,29.6,28.3,25.2,16.4,25.1,35.0,10.7,21.7,40.2,8.5,22.4,29.4,42.3,31.7,29.7,37.0,33.7,57.7,35.2,18.4,73.9,71.0,43.9,41.3,38.6,29.5,46.8,52.8,50.0,42.0
Астраханская область,"Жилые здания,построенные в сельской местности",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1.3,0.3,0.0,0.1,,0.1,0.0,1.2
Астраханская область,Общежития,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
Астраханская область,Отдельно стоящие здания жилого назначения квартирного типа,,9.2,,,,,0.8,12.2,,,,16.4,0.9,4.4,,,,,,,,,,21.8,,,,,1.3,,,,3.0,,,23.4
Астраханская область,Отдельно стоящие здания жилого назначения квартирного типа в сельской местности,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,1.1
Белгородская область,"Жилые дома в сельской местности,построенные населением",50.1,43.2,27.1,62.4,41.3,33.9,53.7,39.9,49.5,47.5,49.4,21.1,32.5,38.6,33.7,31.9,30.7,57.6,37.5,40.7,41.6,46.9,53.6,33.9,31.1,24.9,21.6,39.7,33.9,34.1,49.8,63.0,53.4,46.7,55.2,54.5
Белгородская область,Жилые дома коттеджного типа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,
Белгородская область,"Жилые дома,построенные населением",82.4,75.4,58.0,96.4,73.1,74.0,93.2,87.7,104.3,96.0,128.0,103.8,63.0,70.7,63.1,55.7,64.4,107.6,75.7,83.0,82.1,86.8,97.6,86.8,56.0,44.7,49.1,72.6,62.8,70.9,95.7,110.2,98.4,90.4,117.5,147.7
Белгородская область,Жилые здания,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.9,17.4,10.7,4.3,17.6,6.6,4.6,31.1,17.9,12.4,20.3
Белгородская область,Жилые здания индивидуальные,,,,,,,,,,,1.9,0.1,,,,1.3,0.2,0.1,0.3,0.5,1.0,0.4,2.0,7.4,2.4,,,,0.4,2.3,0.1,0.2,3.7,2.8,3.8,1.2
Белгородская область,Жилые здания индивидуальные блокированные,,,,,,,,,,,1.5,0.1,,,,,,,0.2,,,,1.5,,,,,,0.2,2.2,,0.2,2.0,2.6,1.6,1.0
Белгородская область,Жилые здания многоквартирные,10.6,2.4,1.2,2.4,2.9,24.0,41.5,10.1,16.6,7.8,39.9,24.2,0.1,3.7,21.5,3.1,5.1,54.3,17.0,12.2,9.5,12.4,15.7,44.8,,3.9,17.4,10.7,3.9,15.2,6.5,4.4,27.4,15.1,8.7,19.1
Белгородская область,Жилые здания многоквартирные малоэтажные блокированнные,,,,,,,,,1.7,0.3,1.1,,,,2.2,,,,,,,1.0,0.4,,,,1.8,,,,,,,,,
Белгородская область,"Жилые здания, в сельской местности (всего)",50.1,43.2,27.1,64.8,41.3,39.0,62.6,39.9,52.5,48.3,60.3,26.1,32.5,42.2,35.9,33.1,33.2,61.9,39.2,40.9,44.3,48.3,54.5,43.4,33.5,24.9,25.9,39.7,34.1,36.3,53.2,67.5,62.3,56.2,58.1,56.4
Белгородская область,"Жилые здания, жилые помещения в нежилых зданиях и жилые дома, построенные населением",92.9,77.8,59.2,98.8,76.0,98.0,134.7,97.8,120.9,103.8,172.4,128.1,63.1,74.4,84.6,60.1,69.7,162.1,93.0,95.7,92.6,99.5,115.2,139.0,58.4,48.6,66.5,83.3,67.1,88.5,102.3,114.8,129.5,108.2,130.0,168.1
Белгородская область,"Жилые здания,построенные в сельской местности",,,,,,,,,,,,,,,,,,,,,,,,,2.4,,4.2,,0.2,2.2,3.4,4.4,8.9,9.4,2.9,1.9
Белгородская область,Общежития,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
Белгородская область,Отдельно стоящие здания жилого назначения квартирного типа,10.6,2.4,1.2,2.4,2.9,24.0,41.5,10.1,16.6,7.8,41.8,23.4,,3.7,21.5,4.3,5.3,54.5,17.3,12.7,10.5,12.8,17.6,52.2,2.4,3.9,17.4,10.7,4.3,17.6,6.6,4.6,31.1,17.9,12.4,20.3
Белгородская область,Отдельно стоящие здания жилого назначения квартирного типа в сельской местности,,,,2.4,,5.1,9.0,,3.0,0.8,8.3,5.0,,3.7,2.2,1.3,2.5,4.3,1.7,0.2,2.7,1.4,0.9,9.5,2.4,,4.2,,0.2,2.2,3.4,4.4,8.9,9.4,2.9,1.9
Брянская область,"Жилые дома в сельской местности,построенные населением",3.4,2.6,6.7,3.4,6.2,4.8,4.4,4.2,6.5,8.4,7.5,7.8,5.3,7.2,6.4,2.0,1.3,3.8,5.7,7.7,9.8,10.4,10.4,9.3,3.1,3.1,1.2,0.7,0.8,38.7,8.8,7.7,13.0,11.0,7.5,0.6
Брянская область,"Жилые дома,построенные населением",8.9,6.1,11.1,8.1,9.9,8.7,9.6,14.3,12.7,20.3,15.3,20.9,12.7,15.9,14.7,3.5,6.5,9.0,14.3,16.1,20.0,20.2,20.5,21.9,10.1,9.5,7.0,3.7,3.0,97.0,19.5,20.2,27.4,18.8,16.5,2.0
Брянская область,Жилые здания,,,,,,,,,,,,,,,,,,,,,,,,,12.5,8.3,10.2,25.9,,14.0,24.0,31.0,28.8,19.9,28.0,14.1
Брянская область,Жилые здания многоквартирные,10.8,,,14.0,0.4,26.4,3.7,8.6,20.5,27.8,17.5,131.4,40.0,16.9,1.2,,1.4,10.4,20.1,10.2,34.4,32.3,34.4,50.3,12.5,8.3,10.2,25.9,,14.0,24.0,31.0,28.8,19.9,28.0,14.1
Брянская область,"Жилые здания многоквартирные малоэтажные, состояшие из блок-секций",,,,1.2,,,,0.9,,2.7,,,,,1.2,,,,,,,,,,,,,0.6,,,1.2,,,,,
Брянская область,"Жилые здания, в сельской местности (всего)",13.2,2.6,6.7,3.4,6.2,12.1,5.1,4.2,8.3,8.4,7.5,30.9,29.3,11.4,6.4,2.0,1.3,3.8,6.1,13.8,12.7,14.9,36.6,15.8,3.1,3.1,1.2,8.1,0.8,38.7,8.8,23.9,19.6,15.5,10.2,0.6
Брянская область,"Жилые здания, жилые помещения в нежилых зданиях и жилые дома, построенные населением",19.7,6.1,11.1,22.2,10.3,35.0,13.3,22.9,33.2,48.2,32.8,152.3,52.7,32.9,15.9,3.5,7.9,19.4,34.4,26.3,54.3,52.5,54.9,72.2,22.6,17.8,17.2,29.6,3.0,111.0,43.5,51.2,56.2,38.7,44.5,16.1
Брянская область,"Жилые здания,построенные в сельской местности",,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,16.2,6.6,4.5,2.7,
Брянская область,Отдельно стоящие здания жилого назначения квартирного типа,10.8,,,14.0,0.4,26.4,3.7,8.6,20.5,27.8,17.5,131.4,40.0,16.9,1.2,,1.4,10.4,20.1,10.2,34.4,32.3,34.4,50.3,12.5,8.3,10.2,25.9,,14.0,24.0,31.0,28.8,19.9,28.0,14.1
Брянская область,Отдельно стоящие здания жилого назначения квартирного типа в сельской местности,9.8,,,,,7.3,0.8,,1.8,,,23.1,24.0,4.2,,,,,0.4,6.1,2.8,4.5,26.3,6.5,,,,7.4,,,,16.2,6.6,4.5,2.7,
Владимирская область,"Жилые дома в сельской местности,построенные населением",23.9,32.9,26.7,27.5,31.0,32.8,25.7,29.1,29.8,23.1,15.1,27.6,37.9,23.7,22.0,10.9,14.7,18.3,28.2,23.8,30.1,34.8,25.2,37.7,19.3,16.1,73.7,49.3,31.7,30.5,40.6,45.9,44.9,45.8,54.0,1.2
Владимирская область,"Жилые дома и общежития,построенные за счет бюджетов субъектов Российской и местных бюджетов",,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,1.2
Владимирская область,Жилые дома коттеджного типа,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.2,,,,,,,,0.1,0.4
Владимирская область,"Жилые дома,построенные населением",42.4,50.2,44.4,45.2,40.0,45.6,36.5,38.9,46.3,37.0,28.0,59.7,55.6,45.6,39.0,15.5,21.6,27.9,41.1,41.2,43.6,50.2,38.2,61.4,30.7,21.6,104.6,68.2,43.6,44.7,60.2,63.0,62.8,68.4,74.0,8.1
